"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2788","RT @LanaWoolford: Call for @The_MRC funded students to take part in #Bodyscape 11 May 2-6pm, talking briefly about their research, chatting…",FALSE,0,NA,2019-05-01 14:58:02,FALSE,NA,"1123602483597729793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cdt_optima",7,TRUE,FALSE,NA,NA
"2789","GIVEAWAY! Share a pic of what’s in your bag, tag #T1DEveryday in your post, and you’ll be entered to win… https://t.co/lG1En39dSf",FALSE,3,NA,2019-05-01 14:57:47,TRUE,NA,"1123602420494413824",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","T1DExchange",2,FALSE,FALSE,NA,NA
"2790","RT @worldkidneyday: #ChronicKidneyDisease (CKD) is a progressive loss in kidney function. When kidney function falls below a certain point,…",FALSE,0,NA,2019-05-01 14:57:44,FALSE,NA,"1123602408444239879",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KTDInnov",17,TRUE,FALSE,NA,NA
"2791","According to @CDCgov, 1 in 3 Americans are pre-diabetic and a lot of those people don't even know it. If you have r… https://t.co/tPkTCgbGYI",FALSE,0,NA,2019-05-01 14:57:29,TRUE,NA,"1123602345374420992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DiabetesSupGrp",0,FALSE,FALSE,NA,NA
"2792","The little button on my arm tests my blood glucose. #FreeStyleLife #FreeStyleLibre #Diabetes @ New York, New York https://t.co/ZSaQB9OEXJ",FALSE,0,NA,2019-05-01 14:55:09,FALSE,NA,"1123601760516562945",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","robmtaub",0,FALSE,FALSE,"-74.0064","40.7142"
"2793","RT @HealthEC_LLC: HealthEC's latest innovation will do something truly unique to align with the industry’s growing focus on personalized he…",FALSE,0,NA,2019-05-01 14:54:51,FALSE,NA,"1123601683119054848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatientCCC",1,TRUE,FALSE,NA,NA
"2794","RT @NEJM: As a #medicalstudent with type 1 #diabetes, Kaitlyn Rogers, BS, has to develop workarounds for her surgical rotation, choose her…",FALSE,0,NA,2019-05-01 14:54:42,FALSE,NA,"1123601646343393282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IssuesResearch",12,TRUE,FALSE,NA,NA
"2795","#UK: Increase in amputations due to #diabetes https://t.co/JB5Cs0jGkZ #obesity #T2diabetes #sugar #Health",FALSE,0,NA,2019-05-01 14:54:40,FALSE,NA,"1123601635551301632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaramelParsley",0,FALSE,FALSE,NA,NA
"2796","RT @katystratford: Exciting delivery this morning 📦🖊💉🍭🎈👕Preparing for #Insulinsafetyweek 20-26th May 2019 #diabetes #patientsafety @ward2b_…",FALSE,0,NA,2019-05-01 14:53:38,FALSE,NA,"1123601379031961601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ward2b_rph",7,TRUE,FALSE,NA,NA
"2797","RT @BstarFrdrcksbrg: The Earlier You Develop Type 2 Diabetes, the Greater Your Heart Risks #Diabetes #HeartHealth… https://t.co/AFtb1pPoQm",FALSE,0,NA,2019-05-01 14:53:25,TRUE,NA,"1123601323864350722",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MichellePandey",0,FALSE,FALSE,NA,NA
"2798","@kristaloveskale @kbirkbeckhanson @UniofExeter @EurekAlert Pleased to see this research. Correct diagnosis importan… https://t.co/oh6E08UoxK",FALSE,0,"kristaloveskale",2019-05-01 14:53:16,TRUE,"1123591685269807104","1123601285750644736","891022735597600769","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LifescanDI",0,FALSE,FALSE,NA,NA
"2799","This 60-Sec Habit Reversed Her Diabetes And Melted Fat - Halki Diabetes Remedy⁣
⁣
https://t.co/TAx4eVQxgt⁣
⁣… https://t.co/xpD0SScPiL",FALSE,0,NA,2019-05-01 14:52:04,TRUE,NA,"1123600982494072832",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","earncashstore",0,FALSE,FALSE,NA,NA
"2800","Risk of #heart failure 70% higher among obese people | #diabetes risk is almost 9x higher than among healthy weight… https://t.co/lgMRwsMmSo",FALSE,0,NA,2019-05-01 14:51:00,TRUE,NA,"1123600714230575105",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HI_Daily",0,FALSE,FALSE,NA,NA
"2801","RT @PeredaMD: Wow!!!  😲 A person is being dx with type 2 diabetes EVERY 3 MINUTES !!! Study found #Diabetes #Health #Nutrition #HealthyLife…",FALSE,0,NA,2019-05-01 14:50:06,FALSE,NA,"1123600489441046529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beverly63801925",1,TRUE,FALSE,NA,NA
"2802","We know it’s going to be not just “chic” but inspirational! #diabetes #rhsmalvern #gardens https://t.co/lWDzFqms70",FALSE,0,NA,2019-05-01 14:49:42,FALSE,NA,"1123600387469205504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWDiabetesUK",0,FALSE,FALSE,NA,NA
"2803","Study: #obesity linked to 13 kinds of #Cancer https://t.co/YoCVV1fpPj #Cancers #diabetes #nutrition #exercise #NAFLD #Lifestyle #Health",FALSE,0,NA,2019-05-01 14:48:44,FALSE,NA,"1123600145096949761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaramelParsley",0,FALSE,FALSE,NA,NA
"2804","Choosing therapy in heterogenous adults with type 2 #diabetes is challenging. Simple, continuous clinical phenotype… https://t.co/fm3g7GCMLt",FALSE,0,NA,2019-05-01 14:48:24,TRUE,NA,"1123600058753212416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MccormackShana",0,FALSE,FALSE,NA,NA
"2805","People often consider the physical challenges of #diabetes but think less often about the emotional toll it can tak… https://t.co/sD6x0Q4zKJ",FALSE,1,NA,2019-05-01 14:48:15,TRUE,NA,"1123600021964898306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWDiabetesUK",0,FALSE,FALSE,NA,NA
"2806","B-cell Subset Offers Potential New Therapy for Type 1 Diabetes https://t.co/OetnW0dsBb by @genbio
#diabetes #bcells #celltherapy",FALSE,0,NA,2019-05-01 14:47:59,FALSE,NA,"1123599957385256961",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","nucleusbiologic",0,FALSE,FALSE,NA,NA
"2807","RT @LancetDigitalH: Listen up! In our latest podcast, our very own @GavinCleaver interviews @PYBenhamou on the potential for the @Diabeloop…",FALSE,0,NA,2019-05-01 14:47:00,FALSE,NA,"1123599707715047425",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","TheLancet",7,TRUE,FALSE,NA,NA
"2808","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-05-01 14:46:15,FALSE,NA,"1123599518891692033",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PamelaPollin",159,TRUE,FALSE,NA,NA
"2809","RT @CDEPdiabetes: #CDEPdiabetes latest topic on ""Safe use of insulin in hospital' is now LIVE!!!!
https://t.co/EnjrI4KUW5
FREE for the whol…",FALSE,0,NA,2019-05-01 14:45:33,FALSE,NA,"1123599343523647489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Emilyjwatts",6,TRUE,FALSE,NA,NA
"2810","RT @WDD: Film tells the truth: #diabetes can destroy lives. Read more in #DiabetesVoice
https://t.co/pPhul1YlxV",FALSE,0,NA,2019-05-01 14:45:32,FALSE,NA,"1123599339828465670",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mukhtardipdiab",6,TRUE,FALSE,NA,NA
"2811","RT @LS_Nutrition: Alpha Lipoic Acid this May? It can interact with #Chemotherapy and #Diabetes meds. Chat with your #MD!",FALSE,0,NA,2019-05-01 14:45:05,FALSE,NA,"1123599224799674370",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LivingSafely",0,FALSE,FALSE,NA,NA
"2812","RT @darrendeehan: Looking forward to #NICON19  and presentation from @Modi5Raj  on fantastic work on improving lives of #diabetes sufferers…",FALSE,0,NA,2019-05-01 14:44:26,FALSE,NA,"1123599063788806144",NA,"<a href=""https://twitter.com/"" rel=""nofollow"">Greetings Twitterverse</a>","entwistletx",1,TRUE,FALSE,NA,NA
"2813","RT @Elpida_Vnz: Had a wonderful time presenting my #PhD research at #HeSPoF2019 today! Plus, got the chance to catch up with fellow PhD stu…",FALSE,0,NA,2019-05-01 14:44:17,FALSE,NA,"1123599024114798593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeicResearch",1,TRUE,FALSE,NA,NA
"2814","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-05-01 14:43:03,FALSE,NA,"1123598715112050688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DominiKemp",159,TRUE,FALSE,NA,NA
"2815","IPPH Professor Elizabeth Topp leads effort to improve rescue kits for people with  #diabetes and #hypoglycemia Read… https://t.co/zmQKnd4UXr",FALSE,3,NA,2019-05-01 14:42:12,TRUE,NA,"1123598501865193477",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PurdueIPPH",0,FALSE,FALSE,NA,NA
"2816","@RepDianaDeGette did you see @EliLillyCo ‘s Q1 earnings report yesterday? They made nearly 2x as much on diabetes m… https://t.co/WWo9JhmlyJ",FALSE,0,"RepDianaDeGette",2019-05-01 14:41:45,TRUE,NA,"1123598386769252352","28599820","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wren_kevin",0,FALSE,FALSE,NA,NA
"2817","RT @CPTestimonial: If you didn’t see it, here’s the link to ⁦@thetimes⁩ full page article on Worcester’s own, ⁦@chris_pennell⁩ about rugby…",FALSE,0,NA,2019-05-01 14:40:50,FALSE,NA,"1123598156028157952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RSPWorcester",14,TRUE,FALSE,NA,NA
"2818","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-05-01 14:40:43,FALSE,NA,"1123598128513523713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheKetoKitchen_",159,TRUE,FALSE,NA,NA
"2819","Welcome to Becky our new Inpatient Diabetes Specialist Nurse. First day today @SalfordRoyalNHS accompanied by Louis… https://t.co/QBhW07N2GV",FALSE,37,NA,2019-05-01 14:40:02,TRUE,NA,"1123597955649421314",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SalfordDiabetes",3,FALSE,FALSE,NA,NA
"2820","RT @MattWattUnimelb: Happy to share our discovery of new human adipocyte progenitor cells #metabolism #diabetes Big congrats to @Arthe_R 
h…",FALSE,0,NA,2019-05-01 14:38:42,FALSE,NA,"1123597619132084225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidarias1296",21,TRUE,FALSE,NA,NA
"2821","Happy #DoctorsDay and a huge thank you to the many amazing MDs who have appeared on the @DiabetesCanada Podcast. Yo… https://t.co/zrjpaBUTD0",FALSE,24,NA,2019-05-01 14:37:53,TRUE,NA,"1123597415183990784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kristaloveskale",5,FALSE,FALSE,NA,NA
"2822","RT @DiabetesMine: ""...people should be outraged because the insulin companies aren't telling us this story. Every high school student learn…",FALSE,0,NA,2019-05-01 14:37:51,FALSE,NA,"1123597405369159680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClementsDoris",2,TRUE,FALSE,NA,NA
"2823","my_lovely_bird 
#freestylelibre #abbotfreestylelibre #t1diabetes #t1d #t1dlookslikeme #type1diabetic #typ1d #type1… https://t.co/Maju0rNA0l",FALSE,1,NA,2019-05-01 14:36:18,TRUE,NA,"1123597014699249664",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","miaomiao_reader",0,FALSE,FALSE,NA,NA
"2824","RT @Nasreeny5: Self care and good habits can achieve amazing results... know several people who have been able to do this! 
#diabetes #Heal…",FALSE,0,NA,2019-05-01 14:34:20,FALSE,NA,"1123596518311772160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","changinghealth",1,TRUE,FALSE,NA,NA
"2825","Did you know that someone with #diabetes is 20 times more likely to experience an amputation than someone without d… https://t.co/og07729seB",FALSE,0,NA,2019-05-01 14:34:12,TRUE,NA,"1123596484979646464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PodiumFootcare",0,FALSE,FALSE,NA,NA
"2826","RT @DiabetesMine: ""...people should be outraged because the insulin companies aren't telling us this story. Every high school student learn…",FALSE,0,NA,2019-05-01 14:33:18,FALSE,NA,"1123596260345294848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beckaroo1976",2,TRUE,FALSE,NA,NA
"2827","The little button on my arm tests my blood glucose. #FreeStyleLife #FreeStyleLibre #Diabetes @ New York, New York https://t.co/uaQzrh51j2",FALSE,0,NA,2019-05-01 14:33:18,FALSE,NA,"1123596258533187585",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","robmtaub",0,FALSE,FALSE,"-74.0064","40.7142"
"2828","Eat your water!  https://t.co/23TMWECExJ

#diabetes #healthtips #health #nutrition https://t.co/9nMGveS492",FALSE,0,NA,2019-05-01 14:32:02,FALSE,NA,"1123595942299668480",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","eGlobalNatural",0,FALSE,FALSE,NA,NA
"2829","RT @Sophie_McBridee: A happy type 1 today! 
Birthday + Libre sensor prescription!

❤️❤️❤️❤️❤️❤️

#type1 #diabetes #libre https://t.co/Yz6Y7…",FALSE,0,NA,2019-05-01 14:31:19,FALSE,NA,"1123595759734206465",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Diabetescouk",2,TRUE,FALSE,NA,NA
"2830","""...people should be outraged because the insulin companies aren't telling us this story. Every high school student… https://t.co/Z5LAkw3ukx",FALSE,4,NA,2019-05-01 14:30:00,TRUE,NA,"1123595428971319298",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DiabetesMine",2,FALSE,FALSE,NA,NA
"2831","#KETO GAL - Prevent Diabetes With Ketogenic Diet #Beauty #Bag

BUY here: https://t.co/lzSiARjeML

#Ketogenic #Keto… https://t.co/DuXjckVa3y",FALSE,1,NA,2019-05-01 14:29:24,TRUE,NA,"1123595278622363649",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eyerubdesigns",0,FALSE,FALSE,NA,NA
"2832","""Peter's Special Concoction: How a Little Boy Learned to Manage Type 1 Diabetes"" 📚 https://t.co/EL3Ek0aXza Peter wa… https://t.co/EjLeHCYmVM",FALSE,2,NA,2019-05-01 14:28:00,TRUE,NA,"1123594925323325441",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AngCleveland",2,FALSE,FALSE,NA,NA
"2833","No matter what the meter reads. You ROCK! Don't let #diabetes steal your joy.",FALSE,0,NA,2019-05-01 14:26:18,FALSE,NA,"1123594499039612934",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DiabetesBrthru",0,FALSE,FALSE,NA,NA
"2834","Thank you @loganhoover for your awesome presentation at the DC @DiabetesPAC meeting. Your tireless work on the… https://t.co/wlClG3CsTP",FALSE,0,NA,2019-05-01 14:26:13,TRUE,NA,"1123594479271915521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mydearpancreas",0,FALSE,FALSE,NA,NA
"2835","Awesome blog on relationships, ""Diabetes Affects Both of Us!"" Find out more here:  https://t.co/oD8daZt1zj #PWD #Diabetes",FALSE,0,NA,2019-05-01 14:26:07,FALSE,NA,"1123594450775826433",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","DiabeticTalks",0,FALSE,FALSE,NA,NA
"2836","@TheAACE annual meeting was just held 4/24-28/2019. Lots of learnings on #diabetes care including keynote on why so… https://t.co/jwTlP0U14s",FALSE,2,"TheAACE",2019-05-01 14:25:06,TRUE,NA,"1123594196114399232","39753738","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LifescanDI",1,FALSE,FALSE,NA,NA
"2837","#Patients with #diabetes are 40 percent more likely to be readmitted to the hospital @theendosociety https://t.co/elVSFZtFGW",FALSE,0,NA,2019-05-01 14:25:02,FALSE,NA,"1123594179253288960",NA,"<a href=""https://sciencex.com/"" rel=""nofollow"">Science X Status Updates</a>","physorg_health",0,FALSE,FALSE,NA,NA
"2838","RT @nih_sognsvann: #Cardio and #strengthtraining can reduce the risk for #type2diabetes in vulnerable populations (45-64 year olds). Meta-a…",FALSE,0,NA,2019-05-01 14:22:28,FALSE,NA,"1123593534441963521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","elborshe",11,TRUE,FALSE,NA,NA
"2839","RT @pasadenateeth: If you are living with #diabetes, follow these tips to help you maintain good #oralhealth https://t.co/48jriP1ZF7 #Pasad…",FALSE,0,NA,2019-05-01 14:21:15,FALSE,NA,"1123593226332454913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","626FITNESS",2,TRUE,FALSE,NA,NA
"2840","Metformin improves insulin sensitivity in overweight/obese adolescents with T1D #diabetes via @InsulinNation https://t.co/tlCnU57tuU",FALSE,0,NA,2019-05-01 14:21:00,FALSE,NA,"1123593166022696960",NA,"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>","disabilitywire",0,FALSE,FALSE,NA,NA
"2841","RT @adafruit: People Are Clamoring to Buy Old (hackable) Insulin Pumps #Diabetes #Looping #DIY #Health https://t.co/MeSoz5UlHW",FALSE,0,NA,2019-05-01 14:19:38,FALSE,NA,"1123592820470767617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","michalkfeiler",9,TRUE,FALSE,NA,NA
"2842","Thank you @TomReedCongress for sending your awesome Senior Legislative Aide, Mr. Logan Hoover to recent… https://t.co/SMpWFxAqqf",FALSE,2,NA,2019-05-01 14:18:42,TRUE,NA,"1123592588043399169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mydearpancreas",0,FALSE,FALSE,NA,NA
"2843","Beran and coll assessed #insulin #supplychain security: 3 multinationals control 99% of value of global market,… https://t.co/IfQB72Tyez",FALSE,1,NA,2019-05-01 14:18:39,TRUE,NA,"1123592574848110592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRavinetto",0,FALSE,FALSE,NA,NA
"2844","What Causes Diabetes? Understanding Basics of Diabetes Mellitus - Causes... https://t.co/e4NnlyM2pC via @YouTube.… https://t.co/9dk3dJKHN8",FALSE,1,NA,2019-05-01 14:14:31,TRUE,NA,"1123591533549084673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gkvk_in",0,FALSE,FALSE,NA,NA
"2845","Help a girl out yo #gbdoc #dexcom #dexcomg6 #diabetes https://t.co/LlyrJM6zxB",FALSE,1,NA,2019-05-01 14:14:25,FALSE,NA,"1123591506470866944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KateMcMahon__",0,FALSE,FALSE,NA,NA
"2846","While doctors have been divided about what level of #bloodpressure is safe for someone w/ #diabetes, a new study su… https://t.co/WxN7gL77tG",FALSE,0,NA,2019-05-01 14:10:02,TRUE,NA,"1123590405965144064",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","ACCmediacenter",0,FALSE,FALSE,NA,NA
"2847","Looking forward to #NICON19  and presentation from @Modi5Raj  on fantastic work on improving lives of #diabetes suf… https://t.co/o6sfEuPvWz",FALSE,2,NA,2019-05-01 14:08:00,TRUE,NA,"1123589894109061120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","darrendeehan",1,FALSE,FALSE,NA,NA
"2848","......#diabetes and other important health issues that are prevalent to a lot of people.",FALSE,0,NA,2019-05-01 14:07:33,FALSE,NA,"1123589777977036800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MedicalAzul",0,FALSE,FALSE,NA,NA
"2849","With nearly 4 million people living with #diabetes in the UK, how can a nutrition professional help manage the cond… https://t.co/sACayndO5b",FALSE,1,NA,2019-05-01 14:05:20,TRUE,NA,"1123589221636243456",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Nutrition_UK",2,FALSE,FALSE,NA,NA
"2850","RT @Diabetesdoesnt1: Welcome May!!!

I love this month because Spring is in full swing and in Florida is almost summer.

This means we can…",FALSE,0,NA,2019-05-01 14:05:19,FALSE,NA,"1123589217202909184",NA,"<a href=""https://www.preparedsurvivalist.org"" rel=""nofollow"">Prepared Survivalist</a>","PSurvivalist",1,TRUE,FALSE,NA,NA
"2851","RT @adafruit: People Are Clamoring to Buy Old (hackable) Insulin Pumps #Diabetes #Looping #DIY #Health https://t.co/MeSoz5UlHW",FALSE,0,NA,2019-05-01 14:05:12,FALSE,NA,"1123589186995535873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","idlehandsdev",9,TRUE,FALSE,NA,NA
"2852","#GO KETO - Prevent Diabetes With Ketogenic Diet #Beauty #Bag

BUY here: https://t.co/Hj4kJXtBao

#Ketogenic #Keto… https://t.co/8lHI5AB6hv",FALSE,0,NA,2019-05-01 14:04:50,TRUE,NA,"1123589096343994369",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eyerubdesigns",0,FALSE,FALSE,NA,NA
"2853","We get a lot of questions about blood sugar levels to aim for pre- and post-meals. See our quick rundown here. 

Wh… https://t.co/HBepTNQGMt",FALSE,0,NA,2019-05-01 14:04:40,TRUE,NA,"1123589053046091783",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeyondType2",0,FALSE,FALSE,NA,NA
"2854","RT @PredictBGL: Parents Reduce #Diabetes Stress! PredictBGL App Shares #t1d Data School/Preschool to Parents/HCPs
#insulin dose calculation…",FALSE,0,NA,2019-05-01 14:03:59,FALSE,NA,"1123588881029521410",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pieterbrink39",21,TRUE,FALSE,NA,NA
"2855","Finally, another effective drug for kids and teens with #type2 #diabetes https://t.co/POTwPQwz7R",FALSE,0,NA,2019-05-01 14:03:58,FALSE,NA,"1123588877426528256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KNPeartYale",0,FALSE,FALSE,NA,NA
"2856","Long-Term Weight Loss With Metformin or Lifestyle Intervention | Ann Intern Med | ACP | #diabetes #prediabetes… https://t.co/TyJYAnYBp0",FALSE,1,NA,2019-05-01 14:02:03,TRUE,NA,"1123588397405212673",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","DiabNext",0,FALSE,FALSE,NA,NA
"2857","People Are Clamoring for Old #Insulin Pumps: How an obsolete #medical #device w/ a #security flaw became a must-hav… https://t.co/Y7QzkCksu2",FALSE,0,NA,2019-05-01 14:01:38,TRUE,NA,"1123588291729723392",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","sang_alertboot",1,FALSE,FALSE,NA,NA
"2858","This haiku and article hits close to home. As a Black women and public health professional - I go home and come fac… https://t.co/ANZDid7Dg9",FALSE,3,NA,2019-05-01 14:01:01,TRUE,NA,"1123588135743627265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShanaeRebecca",2,FALSE,FALSE,NA,NA
"2859","Thanks to our customer who sent in these photos of our Southampton seat, which he has had errected in memory of his… https://t.co/9hKkaoKUrD",FALSE,0,NA,2019-05-01 14:01:01,TRUE,NA,"1123588133948481536",NA,"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>","Park_Furniture",0,FALSE,FALSE,NA,NA
"2860","Effects of linagliptin on cardiovascular outcomes in type 2 #diabetes and #kidney disease |  https://t.co/JmSyQMjSl7",FALSE,5,NA,2019-05-01 14:00:23,FALSE,NA,"1123587976238379008",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ASNKidney",1,FALSE,FALSE,NA,NA
"2861","A small molecule, called KdPT, could reduce some of the negative effects on specific skin cells caused by high gluc… https://t.co/hXSeDzK020",FALSE,12,NA,2019-05-01 14:00:00,TRUE,NA,"1123587881367265280",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HealthySkin4All",5,FALSE,FALSE,NA,NA
"2862","How Green Tea is the Best Solution to all Your Problems?

See: https://t.co/nQ8lpNKtEs

@isrgrajan… https://t.co/Dut2NVzfjj",FALSE,0,NA,2019-05-01 13:59:33,TRUE,NA,"1123587768070729728",NA,"<a href=""http://www.isrg.in/"" rel=""nofollow"">Isrg</a>","isrgrajan",0,FALSE,FALSE,NA,NA
"2863","At Ascensia, #diabetes is all we do. Our deep understanding of this area &amp; our passion for helping people have allo… https://t.co/x1LYJjJDz2",FALSE,4,NA,2019-05-01 13:58:19,TRUE,NA,"1123587458015342592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AscensiaGlobal",0,FALSE,FALSE,NA,NA
"2864","Self care and good habits can achieve amazing results... know several people who have been able to do this!… https://t.co/8GlbEMYysU",FALSE,3,NA,2019-05-01 13:57:38,TRUE,NA,"1123587284010459139",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nasreeny5",1,FALSE,FALSE,NA,NA
"2865","Our #clinical advisory board includes cardiologists, internists, endocrinologists, and other #clinicians who use a… https://t.co/ouw0cDIb2v",FALSE,0,NA,2019-05-01 13:55:06,TRUE,NA,"1123586645314428928",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SentryHealth",0,FALSE,FALSE,NA,NA
"2866","May has bloomed and so has our eNewsletter! Learn how to prepare for all sorts of emergency situations, and find Di… https://t.co/b38LKQxcN9",FALSE,0,NA,2019-05-01 13:55:04,TRUE,NA,"1123586638997860352",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","diabetessisters",0,FALSE,FALSE,NA,NA
